station,june_ratio,aug_ratio,cat0.0005g0.20s,cat0.0005g0.25s,glacier_prop,glacier_Area,temp_change,snow20,snow40,ice20,ice40,air_anom_mean,air_anom_max,surface_anom_mean,surface_anom_max
05BC001,0.8126324423153534,0.7403860681895345,"glacier, low snow","glacier, low snow",0.005717760625658238,4291535.156,9.840002059936523,0.05767459001289847,0.019163442049014188,0.96875,0.875,13.527652740478516,17.65265464782715,11.557867050170898,14.863581657409668
05BH004,1.0476557510893798,0.9022216565535359,"glacier, low snow","glacier, low snow",0.007424130637249209,58414473.516,5.279998779296875,0.06659628597635901,0.031480936640071996,0.9818181818181818,0.9227272727272727,11.301342010498049,14.842591285705566,6.940305233001709,13.212804794311523
05BM002,0.6297391270511826,0.5989107381844982,"no glacier, low snow","no glacier, low snow",0.0037290832680836675,58414473.516,4.569999694824219,0.03349103369105804,0.01581931713425982,0.9818181818181818,0.9227272727272727,10.816646575927734,14.161645889282228,9.697705268859863,14.132704734802246
05BM004,0.36918516661331396,0.3611157288160577,"no glacier, low snow","no glacier, low snow",0.002884249363087638,58414473.516,4.630001068115234,0.02592340780731456,0.012244788055441493,0.9818181818181818,0.9227272727272727,10.039725303649902,13.508477210998535,11.128576278686523,15.213576316833496
05BN012,0.3689251908104517,0.3875841287470519,"no glacier, low snow","no glacier, low snow",0.002310881316280139,58414473.516,5.3000030517578125,0.020866182263474156,0.009856033637304465,0.9818181818181818,0.9227272727272727,9.401432991027832,13.13518524169922,11.732431411743164,19.00743103027344
05CA004,1.158749709685451,0.7257381058826826,"glacier, low snow","glacier, low snow",0.01778510908541668,16742294.724,9.540000915527344,0.05880681818181818,0.03792613636363636,0.9921259842519685,0.937007874015748,14.125762939453123,17.954513549804688,10.821431159973145,15.230002403259276
05CA009,0.9149628485005548,0.8397145335192954,"glacier, low snow","glacier, low snow",0.007455258561644464,16742294.724,7.64000129699707,0.024989562831752847,0.015924136697083556,0.9921259842519685,0.937007874015748,12.167622566223145,16.05512237548828,7.804821968078613,13.712322235107422
05CC002,0.5269433328317744,0.5753726626360257,"no glacier, low snow","no glacier, low snow",0.0014422016891515563,16742294.724,4.849998474121094,0.004818972259281409,0.0030708009384919723,0.9921259842519685,0.937007874015748,10.015701293945313,13.00819969177246,6.658198356628418,10.72319793701172
05CE001,0.5040322028031948,0.5084321132670998,"no glacier, low snow","no glacier, low snow",6.733190871822562e-4,16742294.724,4.840000152587891,0.002340295038574518,0.001436456954711256,0.9921259842519685,0.937007874015748,10.488323211669922,14.25832176208496,9.61643886566162,15.222153663635254
05CK004,0.401857525646665,0.478748770830555,"no glacier, low snow","no glacier, low snow",3.498951818951447e-4,16742294.724,5.3300018310546875,0.0012327610470025331,7.5147762454264e-4,0.9921259842519685,0.937007874015748,9.448080062866213,13.874330520629885,10.196616172790527,16.761615753173828
05DA007,1.9156670629983579,0.9889523677382532,"glacier, high snow","glacier, high snow",0.09031018331423975,22400903.085,12.310001373291016,0.40765027322404374,0.26939890710382514,1,0.967741935483871,15.993049621582031,20.830549240112305,10.49047565460205,15.747976303100586
05DA009,1.9657822272942322,1.0892172318714572,"glacier, high snow","glacier, high snow",0.12540703486025093,241184489.974,10.429998397827148,0.40985768830267266,0.3021867407150295,0.9899888765294772,0.9710789766407119,14.140823364257813,18.73457145690918,9.769916534423828,14.007416725158691
05DB006,0.9229617825499785,0.749688999744139,"no glacier, low snow","no glacier, low snow",0.0039881958579370816,8984440.616,5.920000076293945,0.019167256428402925,0.009200283085633405,0.9701492537313433,0.9552238805970149,10.884116172790527,14.065366744995115,6.1364426612854,9.658943176269531
05DC001,0.7660010607533753,1.3304193322578237,"glacier, low snow","glacier, low snow",0.024592412284063756,270682547.581,6.060001373291016,0.0996232884982251,0.06548984569317332,0.9895936570862239,0.964816650148662,10.89914608001709,13.974146842956545,7.626413345336914,10.681413650512695
05DD007,1.2741841151656101,0.8671904710959288,"glacier, low snow","glacier, low snow",0.007734173477608488,20120386.82,9.64000129699707,0.07117312245000755,0.030423613559663526,0.9751552795031055,0.8819875776397516,14.096096992492676,18.491098403930664,9.79141616821289,15.79891586303711
05DF001,0.5976181060444742,1.026814695508143,"glacier, low snow","glacier, low snow",0.01035032370564264,290802934.304,7.009998321533203,0.045389997797284566,0.028250997080230395,0.9885268471776044,0.9586966498393759,10.932012557983398,14.518260955810549,8.234416961669922,13.05691623687744
07AA001,1.555087458166292,0.7239928955462878,"no glacier, low snow","no glacier, low snow",0.0047892788914721185,3010165.425,10.909997940063477,0.20990712074303405,0.10402476780185758,1,0.95,14.102072715759276,18.513320922851563,11.979462623596191,15.922319412231444
07AA002,1.8005239859065858,0.9954892735492925,"glacier, high snow","glacier, low snow",0.06864152734817534,265828004.695,10.780000686645508,0.3167957076881282,0.21505704971475142,0.9815920398009951,0.9601990049751243,13.980030059814451,18.37128257751465,10.411073684692385,14.353930473327637
07AD002,1.6804928082719695,0.9754575163398692,"glacier, low snow","glacier, low snow",0.03308962144165985,323112664.537,10.93000030517578,0.1938805570433851,0.1218130690948045,0.9820700896495518,0.9494702526487367,13.893506050109863,18.491004943847656,11.542218208312988,15.725075721740724
07BE001,0.9933844978469235,0.709545935190153,"no glacier, low snow","no glacier, low snow",0.004331136200459388,323112664.537,7.090000152587891,0.026642570917648357,0.015701286216841068,0.9820700896495518,0.9494702526487367,10.530914306640623,14.052164077758787,9.130845069885254,14.450844764709473
07DA001,0.9954532262745477,0.6727167435143714,"no glacier, low snow","no glacier, low snow",0.0024370229948634074,323112664.537,11.80000114440918,0.015088721567481637,0.008773160740682361,0.9820700896495518,0.9494702526487367,10.0285062789917,16.66350746154785,6.87436056137085,12.624360084533691
07EA004,1.5436938392502577,0.8846135502094509,"no glacier, low snow","no glacier, low snow",6.650361360543923e-5,275656.323,9.149999618530272,0.08378201293336753,0.028516081246617097,1,1,10.276249885559082,16.011249542236328,11.987959861755373,15.595959663391112
07EA005,1.5078627828279478,0.9364998251795271,"glacier, low snow","glacier, low snow",0.006079772083554654,95027323.779,9,0.11981143721260377,0.0645850692837083,0.9967105263157895,0.9769736842105263,9.712041854858398,14.953292846679688,9.512598037719728,13.079265594482422
07EA007,2.0213288159876552,0.8894705221445453,"glacier, low snow","glacier, low snow",0.015406728135254988,26015465.491,9.059999465942385,0.15693534605525492,0.07640273426374253,1,0.9873417721518988,10.037012100219728,15.25701141357422,12.967426300048828,14.4224271774292
07EB002,1.7072143397572466,0.8075703009712166,"no glacier, low snow","no glacier, low snow",8.631381632383043e-6,18927.943,8.69999885559082,0.11319937171640579,0.03244326490819477,1,0.5555555555555556,10.279786109924316,15.957284927368164,9.9410247802734375,13.454358100891112
07EC004,1.4826977120712364,0.7012498049272726,"no glacier, low snow","no glacier, low snow",0.0014610229869460038,2845653.571,9.979999542236328,0.1313800792864222,0.0753221010901883,0.9545454545454546,0.9545454545454546,11.570762634277344,17.94451141357422,6.04583740234375,12.650836944580078
07EE007,1.466267898063737,0.8959955929613126,"no glacier, low snow","no glacier, low snow",0.0030116325559937543,14847045.755,9.389997482299805,0.11325806370134626,0.051602636962946126,1,1,11.65246868133545,16.758716583251953,9.72515869140625,14.730158805847168
07FA004,1.7640090646889164,0.6506902037255606,"no glacier, low snow","no glacier, low snow",0.0017080492440643303,148865164.299,8.719999313354492,0.06289269999731789,0.028197465545449798,0.9968911917098445,0.9813471502590674,9.93344497680664,14.64969539642334,6.6953864097595215,7.892053127288818
07FA006,0.8171274846598798,0.7603522091869557,"no glacier, low snow","no glacier, low snow",1.764781163901447e-4,1648615.368,8.94999885559082,0.010832708939207295,0.003276481719009944,1,1,10.429176330566406,15.566675186157228,10.079360008239746,12.98269271850586
07FB001,1.1451356993736952,0.6662246409350016,"no glacier, low snow","no glacier, low snow",0.0012064682616365404,14630153.967,9.509998321533203,0.04489592953043972,0.018408954830067284,0.992,0.968,10.835945129394531,15.959693908691406,8.87744140625,12.768869400024414
07FB002,1.3567764399843352,0.8532429732398777,"no glacier, low snow","no glacier, low snow",0.0025666145471989754,14246052.313,9.720001220703123,0.05470215236223989,0.029204251138697866,1,0.9836065573770492,11.17756175994873,16.51006317138672,8.944894790649414,15.04489517211914
07FB003,1.401567638938995,0.625512547647186,"no glacier, low snow","no glacier, low snow",1.4806979441649135e-4,384109.401,9.499998092651367,0.06903745851114272,0.021431958274063537,0.6666666666666666,0.3333333333333333,11.21771240234375,16.398962020874023,10.823184967041016,15.668898582458496
07FB006,1.5653946772649772,0.9308234048726338,"glacier, low snow","glacier, low snow",0.00602067864095082,14246052.313,10.470001220703123,0.12188818565400844,0.06777426160337553,1,0.9836065573770492,11.98707389831543,17.7883243560791,13.264098167419434,18.438383102416992
07FD002,1.7812746850704693,0.6519950399239763,"no glacier, low snow","no glacier, low snow",0.0016226352853906034,163495318.297,8.829998016357422,0.05978783661710491,0.026598549769281478,0.9963302752293578,0.9798165137614679,9.930243492126465,14.61399269104004,6.796003341674805,8.346003532409668
07FD010,1.5128617690788,0.6591643123478683,"no glacier, low snow","no glacier, low snow",0.001346570311230502,163495319.391,8.680000305175781,0.04932884419439153,0.021937914564060846,0.9963302752293578,0.9798165137614679,9.803842544555664,14.552593231201172,8.266059875488281,12.741059303283691
07GA001,1.7375799912070735,0.9621213355233362,"glacier, low snow","glacier, low snow",0.029072935383466152,112636242.397,11.419998168945313,0.2141983268855603,0.13970174916509606,0.9954545454545455,0.9852272727272727,13.60362720489502,18.71487617492676,11.290735244750977,17.87073516845703
07GB003,0.8568978032725373,0.42536794478526924,"no glacier, low snow","no glacier, low snow",9.225197474237211e-4,3109766.281,11.329999923706056,0.035473226338683064,0.015974201289935503,1,0.9583333333333334,13.348383903503418,18.908384323120117,10.469316482543944,17.36074447631836
07GE001,0.9358240891087607,0.9205065029590856,"no glacier, low snow","no glacier, low snow",5.249666559909336e-4,5911659.572,11.700000762939451,0.017982150559039182,0.006867721707972529,1,0.9166666666666666,11.82109832763672,18.66984748840332,9.572951316833496,15.280451774597168
07GJ001,0.906722385595625,0.585730293044539,"no glacier, low snow","no glacier, low snow",0.002417892661568691,121657668.297,10.229999542236328,0.02440220082667868,0.013833554394809992,0.9957446808510638,0.9819148936170212,9.66554832458496,15.023048400878906,7.826677799224853,11.97467803955078
07HA001,1.2769536626395472,0.6374577197980604,"no glacier, low snow","no glacier, low snow",0.0015107973288685853,293660086.74,9.029998779296877,0.03723114228869678,0.017341847568900167,0.9961538461538462,0.98125,8.931036949157715,13.95728588104248,7.493924140930176,11.03106689453125
07KC001,1.1272884137872985,0.7373255541639706,"no glacier, low snow","no glacier, low snow",9.776938040024822e-4,293660086.74,8.899999618530273,0.023795242965495046,0.011056538273918405,0.9961538461538462,0.98125,7.287317276000977,13.323566436767578,4.854812145233154,9.603384017944336
08CG001,2.1459511010000374,0.9692033188783263,"glacier, high snow","glacier, high snow",0.12250739959338082,1163876613.438,6.829999923706055,0.3583432056513536,0.3065976335688064,0.9715234931181775,0.9672520170859041,4.785579204559326,10.829328536987305,4.123020172119141,5.858019828796387
08DB013,2.084367237408818,0.9549205544122676,"no glacier, low snow","no glacier, low snow",3.359786524309763e-5,873.548,8.399999618530273,0.2182741116751269,0.17766497461928935,1,1,7.89390230178833,13.847652435302734,10.72650146484375,11.586501121520996
08EB004,1.8918706659950628,0.7384214681443327,"no glacier, low snow","no glacier, low snow",0.0021336998683201634,4002094.408,8.790000915527344,0.06959938258612222,0.05626885567950607,1,1,10.092164039611816,16.855915069580078,8.728607177734375,11.932607650756836
08EC013,0.9877072194991643,0.8404067369283622,"no glacier, low snow","no glacier, low snow",1.72166914881495e-4,1163977.778,9.719999313354492,0.011590117075844786,0.0027996397666314263,0.8571428571428571,0.8571428571428571,10.99301815032959,17.655517578125,11.267230987548828,16.387231826782227
08ED001,2.0286007062940303,0.9161465768393746,"glacier, high snow","glacier, high snow",0.028072853596442363,20546941.484,9.520000457763672,0.40575253256150506,0.30716353111432704,1,0.9861111111111112,8.563231468200684,12.991981506347656,11.119636535644531,15.536779403686523
08ED002,1.6364577126908963,1.0110790612529368,"glacier, high snow","glacier, high snow",0.04659405240275566,88371154.89,9.829999923706056,0.37547072288267,0.2824337296020084,1,0.9932432432432432,9.260702133178713,14.116950988769531,10.265332221984863,14.325331687927246
08EE008,1.5587728093473365,0.710503720851051,"no glacier, low snow","no glacier, low snow",0.004142370721171758,518162.131,10.059999465942385,0.0874751491053678,0.027833001988071572,1,1,10.197622299194336,16.00387191772461,8.392656326293945,12.521227836608888
08EE020,2.1472753371187348,0.9375424725732924,"glacier, high snow","glacier, high snow",0.06097472287650625,22380983.631,10.25,0.41511461318051573,0.3022922636103152,1,0.9851851851851852,9.293109893798828,14.79185962677002,8.554688453674316,13.491830825805664
08EF001,1.767700024669024,0.790672688666996,"glacier, low snow","glacier, low snow",0.008469322916351746,358304397.995,9.289999008178713,0.16169073032936662,0.11742436953000357,0.9977905435262925,0.9916040653999116,9.017499923706056,14.944997787475586,6.64160680770874,8.689606666564941
08EF005,2.2258734192193117,0.9133370866710244,"glacier, high snow","glacier, low snow",0.032538347401516024,92637172.841,9.599998474121094,0.2777702304940452,0.21228999683014083,0.9947460595446584,0.9824868651488616,9.174847602844238,15.02984619140625,6.502222537994385,11.50793743133545
08EG012,2.217976015184548,1.0075339249259716,"glacier, high snow","glacier, high snow",0.08654168330789323,32011317.09,9.3600006103515625,0.38118214716525933,0.3691194209891435,0.9943502824858758,0.9943502824858758,6.864573001861572,12.510824203491213,2.9030404090881348,7.139040470123291
08FA002,2.1847027318774392,0.9119509930287029,"glacier, high snow","glacier, high snow",0.15132379185517067,590504923.664,8.75,0.45617921326235306,0.3838650898567294,0.9828066914498141,0.9702602230483272,8.39570140838623,13.89695167541504,9.242188453674316,12.788854598999023
08FB004,1.874131823031318,0.8801717513835423,"glacier, high snow","glacier, high snow",0.019794945811434844,3137768.761,9.599998474121094,0.3441127694859038,0.25787728026533996,0.8461538461538461,0.8461538461538461,11.473719596862791,16.133718490600586,9.1834564208984375,13.68631362915039
08FB006,1.8159526369992574,0.9930715129285673,"no glacier, low snow","no glacier, low snow",0.0036460456476675256,9301045.241,9.760002136230469,0.11245555378655203,0.05153107254683437,0.9852941176470589,0.8676470588235294,9.287439346313477,14.09994125366211,10.469416618347168,14.469416618347168
08FE003,2.4730815947760196,1.0019776499346642,"glacier, high snow","glacier, high snow",0.08773451502670555,48763244.412,8.8899993896484375,0.4620453347390617,0.41934633632050605,0.9969325153374233,0.9938650306748467,10.169116020202637,15.004115104675291,4.249725818634033,9.172582626342772
08FF001,2.39460534964292,0.9409606191528697,"glacier, low snow","glacier, low snow",0.02223607901007282,44336152.661,9.450000762939451,0.14677490127248793,0.12117887962556677,0.982078853046595,0.967741935483871,8.778658866882324,14.337409973144531,6.45891809463501,9.53091812133789
08FF002,2.5330562645111603,0.9357128476761,"glacier, low snow","glacier, low snow",0.006790760148909111,2398142.144,9.509998321533203,0.09911504424778761,0.07654867256637168,0.875,0.875,8.823444366455078,14.34344482421875,8.517194747924805,11.24719524383545
08FF003,2.4891344009215133,0.8320109547649357,NA,"no glacier, low snow",0.0028546940892067696,512700.742,9.489997863769531,0.268630849220104,0.2391681109185442,1,1,8.633322715759277,14.222071647644045,6.384674072265625,10.89896011352539
08GA022,1.743579505937508,0.9099016607881152,"glacier, high snow","glacier, high snow",0.19585560519690384,460133736.399,10.410001754760742,0.5288535674040685,0.4671727655536445,0.9939704552306301,0.9909556828459452,11.26454257965088,18.658294677734375,11.53618335723877,14.288183212280272
08GA043,2.948495610814836,0.8623327904679389,"glacier, high snow","glacier, high snow",0.07387758540534477,71259622.092,10.540000915527344,0.4177048219258391,0.3501392349406419,1,1,11.5308837890625,18.76088523864746,12.30417537689209,15.07217502593994
08GA072,1.7702964135549342,0.9468759988017553,"glacier, high snow","glacier, high snow",0.1512415182343759,44930245.451,11.099998474121094,0.5504022716516801,0.4472314245149077,1,1,12.909878730773926,19.44487762451172,11.371712684631348,14.447711944580078
08GA075,1.301196349157994,0.5546397081882645,"glacier, high snow","glacier, low snow",0.029093745326344234,8252433.147,10.740001678466797,0.29379652605459056,0.2292803970223325,1,1,11.13301944732666,18.59177017211914,8.503117561340332,12.57311725616455
08GB013,1.6665553251488647,0.6377871479169113,"glacier, high snow","glacier, high snow",0.05272721125936602,7759079.953,10.18000030517578,0.4161137440758294,0.3639810426540284,1,1,10.891158103942873,18.516159057617188,8.342042922973633,13.495375633239746
08GD004,2.292046784757224,1.0564491333020123,"glacier, high snow","glacier, high snow",0.1922599190640573,1091328831.201,10.899999618530272,0.4111810723144438,0.344280671627552,0.975540104296002,0.9622547802334244,10.515609741210936,16.1931095123291,6.255368709564209,10.525368690490724
08GD008,1.3956658403619708,0.8026637903897502,"no glacier, low snow","no glacier, low snow",0.004154153155543588,2020138.055,9.779998779296877,0.014568444200109951,0.004672897196261682,0.8666666666666667,0.6,13.015427589416504,17.401676177978516,10.692030906677246,14.882031440734863
08GE002,2.3959319265816674,0.9839417161258033,"glacier, high snow","glacier, high snow",0.1734061264203448,1002207181.178,13.119998931884766,0.380854074366171,0.3131915288441465,0.9780933062880325,0.9626774847870182,6.675457954406738,13.724206924438477,6.837590217590332,11.292590141296388
08GE003,1.9320062608962136,0.9042231350232607,"glacier, high snow","glacier, high snow",0.3895653934986975,9025043.053,12.419998168945313,0.6484848484848484,0.6121212121212121,1,1,6.872652530670166,13.516401290893556,6.860092639923096,11.171521186828612
08HB006,1.0856400577961933,0.6298781233494921,"glacier, low snow","glacier, low snow",0.0052139030418598626,3041791.443,9.439998626708984,0.08682926829268292,0.06487804878048781,0.9473684210526315,0.9473684210526315,10.78094482421875,16.919692993164063,7.740666389465332,12.3320951461792
08HB023,0.7069566836442215,0.9290630159756231,"no glacier, low snow","no glacier, low snow",0.0027389370905480186,1060817.707,9.880001068115234,0.045968624589565854,0.03319956220357534,1,1,10.291738510131836,17.637989044189453,7.4026780128479,13.032678604125977
08HB084,0.951165958596446,1.3783246649511374,"glacier, low snow","glacier, low snow",0.0063534784239120045,3041791.443,9.600000381469728,0.10626865671641791,0.07940298507462687,0.9473684210526315,0.9473684210526315,10.887805938720703,17.36655616760254,10.596017837524414,12.756017684936523
08HC001,0.9480942012182297,0.2984085157906273,"no glacier, low snow","no glacier, low snow",4.133179554431848e-4,409947.56,12.460000991821287,0.025446365809081963,0.00815408407141853,1,0,8.92365837097168,18.54490852355957,10.46943187713623,14.956098556518556
08HD003,0.6743275340968639,0.8131869497355899,"no glacier, low snow","no glacier, low snow",0.002623583664215597,3854933.846,10.619998931884766,0.13012633624878522,0.06977648202137998,1,0.7333333333333333,10.168963432312012,16.742713928222656,10.417455673217772,13.83745574951172
08HD011,1.0481042897517818,0.350398419576655,"no glacier, low snow","no glacier, low snow",9.641408900287506e-4,291037.48,10.049997329711914,0.06500691562932227,0.03826648224988474,1,1,10.845243453979492,17.226491928100586,8.079863548278809,11.637006759643556
08HD018,1.1310615565210473,0.4083759599294155,"no glacier, low snow","no glacier, low snow",0.004026241504344563,529714.608,11.68000030517578,0.15320041972717732,0.05666316894018888,1,0.3333333333333333,9.864359855651855,18.2556095123291,8.249329566955566,12.935044288635254
08HE006,0.8075363297880057,0.37099153035051424,"no glacier, low snow","no glacier, low snow",0.001537087434548106,273542.002,11.549999237060549,0.01675977653631285,0.0039904229848363925,0.5,0.5,9.002256393432617,18.18225479125977,8.38991641998291,14.352773666381836
08HF005,1.306666979160581,0.3787614392631406,"no glacier, low snow","no glacier, low snow",2.04699470788567e-4,160302.434,11.599998474121094,0.02597173144876325,0.011307420494699646,0.5,0.5,9.245914459228516,17.6546630859375,12.766477584838867,17.3344783782959
08JA017,1.8194608172542026,1.2996502456084535,"no glacier, low snow","no glacier, low snow",0.004973363610587762,77045768.384,9.370000839233398,0.08302651609020427,0.060369242751442634,0.9930915371329879,0.9723661485319517,11.89658546447754,16.370336532592773,7.1493821144104,11.996882438659668
08JB002,1.0087045102856025,0.7605621850846827,"no glacier, low snow","no glacier, low snow",3.541704844802299e-4,1423633.298,9.35999870300293,0.0081586250710536,0.003878690607550072,1,0.8461538461538461,11.93088436126709,16.49213218688965,7.81443977355957,11.528725624084473
08JB003,1.0125230196062835,0.7273305582438909,"no glacier, low snow","no glacier, low snow",2.172780817597771e-4,1423633.298,9.40999984741211,0.004952906787918155,0.0023546606040922378,1,0.8461538461538461,11.760701179504396,16.509450912475586,8.802180290222168,13.844679832458496
08JB008,1.1534932347812803,0.6296992454462103,"no glacier, low snow","no glacier, low snow",0.003861813515462012,1423633.298,7.130001068115234,0.07549807759524642,0.040545263893743445,1,0.8461538461538461,8.803079605102539,12.991828918457031,14.083378791809082,16.974807739257813
08JC001,1.4616962570996512,1.2386990567028309,"no glacier, low snow","no glacier, low snow",0.003109888494566534,78469401.564,9.5,0.05144885315829142,0.0370805916217213,0.9932432432432432,0.9695945945945946,11.762255668640137,16.629756927490234,7.969416618347168,11.921916961669922
08JC002,1.1454273543007343,1.043386730699648,"no glacier, low snow","no glacier, low snow",0.001964967139474066,83997056.978,9.60999870300293,0.0362764909129464,0.02526225847896319,0.9935897435897436,0.969551282051282,11.913658142089844,16.863656997680664,8.631479263305664,13.876479148864746
08JE001,0.9542158163543504,0.8308482870564009,"no glacier, low snow","no glacier, low snow",3.8893073265010194e-4,5527655.414,9.370000839233398,0.018626677190213103,0.010808301221040902,1,0.96875,11.73210334777832,16.58710479736328,8.559961318969727,13.714961051940918
08KA001,2.363142717703355,1.0921957698483247,"glacier, high snow","glacier, high snow",0.07020798430345085,28701202.983,10.629999160766602,0.47202797202797203,0.34965034965034963,1,0.9952153110047847,13.400793075561523,18.062042236328125,8.266742706298828,12.8492431640625
08KA004,1.6993728504956502,0.9369893648896179,"glacier, low snow","glacier, low snow",0.024078611224418858,432351555.836,10.30000114440918,0.24754413362791736,0.174900865760365,0.9915151515151515,0.9836363636363636,12.027043342590332,17.514543533325195,8.001757621765137,13.561758041381836
08KA005,1.9452454631536815,1.0029953271028036,"glacier, high snow","glacier, high snow",0.057532424759082,396192469.897,10.129999160766602,0.3829275225011843,0.2856845097110374,0.9907529722589168,0.9828269484808454,13.081951141357422,17.576950073242188,6.561089038848877,10.628588676452637
08KA007,2.12569200075502,0.8274380830529062,"glacier, high snow","glacier, high snow",0.027315223364404374,46700717.168,11.499998092651367,0.38383449973083134,0.26370837499038685,0.9887323943661972,0.9802816901408451,14.330975532531738,18.86847496032715,8.1813383102417,12.90633773803711
08KA009,2.262001156300918,0.9515899830535687,NA,NA,2.0276134968704042e-4,51377.378,11.400001525878906,0.5322745901639344,0.42008196721311475,1,1,13.820762634277344,18.770763397216797,7.067591190338135,11.784733772277832
08KB001,1.521911523138795,0.86307441449552,"glacier, low snow","glacier, low snow",0.0175903609895429,570571409.413,9.719999313354492,0.18191177227569877,0.12898384880677566,0.99185667752443,0.9818520241973011,11.870518684387209,17.03426742553711,6.716557502746582,10.8490571975708
08KB003,1.7109800854340895,0.901079023189722,"glacier, high snow","glacier, low snow",0.02892760408988127,138219650.503,10.34000015258789,0.3075145130079553,0.22180713824983875,0.9929859719438878,0.9759519038076152,12.015823364257813,17.537073135375977,7.267514705657959,11.665014266967772
08KB006,2.0671648610751014,0.6679001902686964,NA,"no glacier, low snow",0.004704925384615489,482673.995,10.789999008178713,0.31467661691542287,0.2126865671641791,1,1,12.689725875854492,18.08972549438477,12.580638885498049,14.364638328552246
08KD007,1.2465334992271095,0.5929516777601791,"no glacier, low snow","no glacier, low snow",1.2012395087040957e-4,400323.068,10.110000610351563,0.05203927199348054,0.021847956847374752,1,1,12.048354148864746,17.382104873657227,7.80886697769165,13.011366844177246
08KH001,1.2125050579687198,0.7981485427124906,"glacier, low snow","glacier, low snow",0.01574510897355511,93920640.122,10.89999771118164,0.15678450589196127,0.1133590012833975,1,0.9972489683631361,13.096067428588867,18.25106430053711,9.737958908081056,15.272958755493164
08KH006,1.187044339713379,0.7929066929302445,"glacier, low snow","glacier, low snow",0.013670767892603547,157853806.987,10.580001831054688,0.13424220381537885,0.0963230635661825,1,0.9967132292522597,12.425914764404297,17.77466583251953,8.0093994140625,13.426898956298828
08KH010,1.4420470981935176,0.49602403884052154,"no glacier, low snow","no glacier, low snow",3.731106989669839e-4,294697.785,10.969999313354492,0.20658380920389655,0.12092710782667114,1,1,13.676219940185549,18.59246826171875,9.157697677612305,14.85769748687744
08KH030,1.5536173429375315,0.7093496188367399,"glacier, high snow","glacier, low snow",0.01702205980748821,3127309.895,10.35999870300293,0.32786885245901637,0.23521026372059872,1,1,13.247865676879885,17.795364379882813,9.68410301208496,14.558388710021973
08LA001,1.4077297576631218,0.7728,"glacier, low snow","glacier, low snow",0.01701025839457276,175644012.295,10.68000030517578,0.16361176689036844,0.12570625215522957,0.9992389649923896,0.9969558599695586,13.935853958129885,18.605854034423828,12.2639799118042,18.01064682006836
