station,june_ratio,aug_ratio,cat0.0005g0.20s,cat0.0005g0.25s,glacier_prop,glacier_Area,temp_change,snow20,snow40,ice20,ice40,air_anom_mean,air_anom_max,surface_anom_mean,surface_anom_max,quality
07AA002,1.8454291308182698,0.9883978704002354,"glacier, high snow","glacier, low snow",0.06864152734817534,265828004.695,10.780000686645508,0.3167957076881282,0.21505704971475142,0.9815920398009951,0.9601990049751243,13.980030059814453,18.37128257751465,10.411073684692383,14.353930473327637,1
07AD002,1.7138444973335785,0.9724466882161545,"glacier, low snow","glacier, low snow",0.03308962144165985,323112664.537,10.930000305175781,0.1938805570433851,0.1218130690948045,0.9820700896495518,0.9494702526487367,13.893506050109863,18.491004943847656,11.542218208312988,15.725075721740723,1
07BE001,1.0101210500340445,0.7080035565964786,"no glacier, low snow","no glacier, low snow",0.004331136200459388,323112664.537,7.090000152587891,0.026642570917648357,0.015701286216841068,0.9820700896495518,0.9494702526487367,10.530914306640625,14.052164077758789,9.130845069885254,14.450844764709473,1
07DA001,0.9976372020485406,0.6711459255679737,"no glacier, low snow","no glacier, low snow",0.0024370229948634074,323112664.537,11.80000114440918,0.015088721567481637,0.008773160740682361,0.9820700896495518,0.9494702526487367,10.0285062789917,16.66350746154785,6.87436056137085,12.624360084533691,1
07EA004,1.5546554429546262,0.884309497261623,"no glacier, low snow","no glacier, low snow",6.650361360543923e-5,275656.323,9.149999618530273,0.08378201293336753,0.028516081246617097,1,1,10.276249885559082,16.011249542236328,11.987959861755371,15.595959663391113,1
07EA005,1.53359416223526,0.9386026347754111,"glacier, low snow","glacier, low snow",0.006079772083554654,95027323.779,9,0.11981143721260377,0.0645850692837083,0.9967105263157895,0.9769736842105263,9.712041854858398,14.953292846679688,9.512598037719727,13.079265594482422,1
07EA007,2.1080528101267646,0.8884473464693035,"glacier, low snow","glacier, low snow",0.015406728135254988,26015465.491,9.059999465942383,0.15693534605525492,0.07640273426374253,1,0.9873417721518988,10.037012100219727,15.257011413574219,12.967426300048828,14.4224271774292,1
07EB002,1.7228709558035231,0.8072626846275237,"no glacier, low snow","no glacier, low snow",8.631381632383043e-6,18927.943,8.69999885559082,0.11319937171640579,0.03244326490819477,1,0.5555555555555556,10.279786109924316,15.957284927368164,9.9410247802734375,13.454358100891113,1
07EC004,1.5337360308326093,0.6997492090700768,"no glacier, low snow","no glacier, low snow",0.0014610229869460038,2845653.571,9.979999542236328,0.1313800792864222,0.0753221010901883,0.9545454545454546,0.9545454545454546,11.570762634277344,17.94451141357422,6.04583740234375,12.650836944580078,1
07EE007,1.4616945295631647,0.8911767602637564,"no glacier, low snow","no glacier, low snow",0.0030116325559937543,14847045.755,9.389997482299805,0.11325806370134626,0.051602636962946126,1,1,11.65246868133545,16.758716583251953,9.72515869140625,14.730158805847168,1
07FA004,1.7916286839785465,0.6677589951562922,"no glacier, low snow","no glacier, low snow",0.0017080492440643303,148865164.299,8.719999313354492,0.06289269999731789,0.028197465545449798,0.9968911917098445,0.9813471502590674,9.93344497680664,14.64969539642334,6.6953864097595215,7.892053127288818,1
07FA006,0.8185458171672259,0.7632485708916489,"no glacier, low snow","no glacier, low snow",1.764781163901447e-4,1648615.368,8.94999885559082,0.010832708939207295,0.003276481719009944,1,1,10.429176330566406,15.566675186157227,10.079360008239746,12.98269271850586,1
07FB001,1.1595245333235664,0.6876783267569225,"no glacier, low snow","no glacier, low snow",0.0012064682616365404,14630153.967,9.509998321533203,0.04489592953043972,0.018408954830067284,0.992,0.968,10.835945129394531,15.959693908691406,8.87744140625,12.768869400024414,1
07FB002,1.3746578027588934,0.8519636763511309,"no glacier, low snow","no glacier, low snow",0.0025666145471989754,14246052.313,9.720001220703125,0.05470215236223989,0.029204251138697866,1,0.9836065573770492,11.17756175994873,16.51006317138672,8.944894790649414,15.04489517211914,1
07FB003,1.4476989008495642,0.6740197807073071,"no glacier, low snow","no glacier, low snow",1.4806979441649135e-4,384109.401,9.499998092651367,0.06903745851114272,0.021431958274063537,0.6666666666666666,0.3333333333333333,11.21771240234375,16.398962020874023,10.823184967041016,15.668898582458496,1
07FB006,1.612892775108455,0.9162160931300766,"glacier, low snow","glacier, low snow",0.00602067864095082,14246052.313,10.470001220703125,0.12188818565400844,0.06777426160337553,1,0.9836065573770492,11.98707389831543,17.7883243560791,13.264098167419434,18.438383102416992,1
07FD002,1.809345136632794,0.635668458599702,"no glacier, low snow","no glacier, low snow",0.0016226352853906034,163495318.297,8.829998016357422,0.05978783661710491,0.026598549769281478,0.9963302752293578,0.9798165137614679,9.930243492126465,14.613992691040039,6.796003341674805,8.346003532409668,1
07FD010,1.5253705799300814,0.6477667922331376,"no glacier, low snow","no glacier, low snow",0.001346570311230502,163495319.391,8.680000305175781,0.04932884419439153,0.021937914564060846,0.9963302752293578,0.9798165137614679,9.803842544555664,14.552593231201172,8.266059875488281,12.741059303283691,1
07GA001,1.7947979836749313,0.9629601312181948,"glacier, low snow","glacier, low snow",0.029072935383466152,112636242.397,11.419998168945313,0.2141983268855603,0.13970174916509606,0.9954545454545455,0.9852272727272727,13.60362720489502,18.714876174926758,11.290735244750977,17.87073516845703,1
07GB003,0.8611044132362834,0.42187626554385566,"no glacier, low snow","no glacier, low snow",9.225197474237211e-4,3109766.281,11.329999923706055,0.035473226338683064,0.015974201289935503,1,0.9583333333333334,13.348383903503418,18.908384323120117,10.469316482543945,17.36074447631836,1
07GE001,0.9380223248836392,0.6784888947220732,"no glacier, low snow","no glacier, low snow",5.249666559909336e-4,5911659.572,11.700000762939453,0.017982150559039182,0.006867721707972529,1,0.9166666666666666,11.821098327636719,18.66984748840332,9.572951316833496,15.280451774597168,0.25
07GJ001,0.9098870506602613,0.5852213035860931,"no glacier, low snow","no glacier, low snow",0.002417892661568691,121657668.297,10.229999542236328,0.02440220082667868,0.013833554394809992,0.9957446808510638,0.9819148936170212,9.665548324584961,15.023048400878906,7.8266777992248535,11.974678039550781,1
07HA001,1.2777617712343161,0.6284044083328185,"no glacier, low snow","no glacier, low snow",0.0015107973288685853,293660086.74,9.029998779296875,0.03723114228869678,0.017341847568900167,0.9961538461538462,0.98125,8.931036949157715,13.95728588104248,7.493924140930176,11.03106689453125,1
07KC001,1.1221714854874236,0.7282236231995882,"no glacier, low snow","no glacier, low snow",9.776938040024822e-4,293660086.74,8.899999618530273,0.023795242965495046,0.011056538273918405,0.9961538461538462,0.98125,7.287317276000977,13.323566436767578,4.854812145233154,9.603384017944336,1
08CG001,2.1812259025820535,0.9593232650723679,"glacier, high snow","glacier, high snow",0.12250739959338082,1163876613.438,6.829999923706055,0.3583432056513536,0.3065976335688064,0.9715234931181775,0.9672520170859041,4.785579204559326,10.829328536987305,4.123020172119141,5.858019828796387,1
08DB013,2.0121795159529454,0.9554993741508642,"no glacier, low snow","no glacier, low snow",3.359786524309763e-5,873.548,8.399999618530273,0.2182741116751269,0.17766497461928935,1,1,7.89390230178833,13.847652435302734,10.72650146484375,11.586501121520996,1
08EB004,1.921409288156044,0.732743993451273,"no glacier, low snow","no glacier, low snow",0.0021336998683201634,4002094.408,8.790000915527344,0.06959938258612222,0.05626885567950607,1,1,10.092164039611816,16.855915069580078,8.728607177734375,11.932607650756836,1
08EC013,0.98095177163373,0.8320448104102346,"no glacier, low snow","no glacier, low snow",1.72166914881495e-4,1163977.778,9.719999313354492,0.011590117075844786,0.0027996397666314263,0.8571428571428571,0.8571428571428571,10.99301815032959,17.655517578125,11.267230987548828,16.387231826782227,1
08ED001,2.0707606624932478,0.9051071687413744,"glacier, high snow","glacier, high snow",0.028072853596442363,20546941.484,9.520000457763672,0.40575253256150506,0.30716353111432704,1,0.9861111111111112,8.563231468200684,12.991981506347656,11.119636535644531,15.536779403686523,1
08ED002,1.6722406890568333,1.0054744526793435,"glacier, high snow","glacier, high snow",0.04659405240275566,88371154.89,9.829999923706055,0.37547072288267,0.2824337296020084,1,0.9932432432432432,9.260702133178711,14.116950988769531,10.265332221984863,14.325331687927246,1
08EE004,1.4717428548736626,0.9375656185082814,"glacier, low snow","glacier, low snow",0.012234815070321432,89850979.846,10.210000991821289,0.12639614444268552,0.09010958084885583,1,0.9933554817275747,10.713811874389648,16.675060272216797,8.8851318359375,13.085131645202637,1
08EE008,1.5329591071019224,0.6910832504708899,"no glacier, low snow","no glacier, low snow",0.004142370721171758,518162.131,10.059999465942383,0.0874751491053678,0.027833001988071572,1,1,10.197622299194336,16.00387191772461,8.392656326293945,12.521227836608887,1
08EE020,2.160442232054429,0.9268302448900602,"glacier, high snow","glacier, high snow",0.06097472287650625,22380983.631,10.25,0.41511461318051573,0.3022922636103152,1,0.9851851851851852,9.293109893798828,14.79185962677002,8.554688453674316,13.491830825805664,1
08EF001,1.803029264771721,0.7861996344405162,"glacier, low snow","glacier, low snow",0.008469322916351746,358304397.995,9.289999008178711,0.16169073032936662,0.11742436953000357,0.9977905435262925,0.9916040653999116,9.017499923706055,14.944997787475586,6.64160680770874,8.689606666564941,1
08EF005,2.4484870095011804,0.8847984689597228,"glacier, high snow","glacier, low snow",0.032538347401516024,92637172.841,9.599998474121094,0.2777702304940452,0.21228999683014083,0.9947460595446584,0.9824868651488616,9.174847602844238,15.02984619140625,6.502222537994385,11.50793743133545,0.25
08EG012,2.278156482287605,0.9997900077212291,"glacier, high snow","glacier, high snow",0.08654168330789323,32011317.09,9.3600006103515625,0.38118214716525933,0.3691194209891435,0.9943502824858758,0.9943502824858758,6.864573001861572,12.510824203491211,2.9030404090881348,7.139040470123291,1
08FA002,2.278713948628528,0.908437930380452,"glacier, high snow","glacier, high snow",0.15132379185517067,590504923.664,8.75,0.45617921326235306,0.3838650898567294,0.9828066914498141,0.9702602230483272,8.39570140838623,13.896951675415039,9.242188453674316,12.788854598999023,1
08FB004,2.03547579427965,0.7907617728610951,"glacier, high snow","glacier, high snow",0.019794945811434844,3137768.761,9.599998474121094,0.3441127694859038,0.25787728026533996,0.8461538461538461,0.8461538461538461,11.473719596862793,16.133718490600586,9.1834564208984375,13.68631362915039,0.25
08FB006,1.7770210171846959,0.9252794898091481,"no glacier, low snow","no glacier, low snow",0.0036460456476675256,9301045.241,9.760002136230469,0.11245555378655203,0.05153107254683437,0.9852941176470589,0.8676470588235294,9.287439346313477,14.09994125366211,10.469416618347168,14.469416618347168,1
08FE003,2.5339785547113074,0.990146721211167,"glacier, high snow","glacier, high snow",0.08773451502670555,48763244.412,8.8899993896484375,0.4620453347390617,0.41934633632050605,0.9969325153374233,0.9938650306748467,10.169116020202637,15.004115104675293,4.249725818634033,9.172582626342773,1
08FF001,2.4219381690474022,0.9320242865328545,"glacier, low snow","glacier, low snow",0.02223607901007282,44336152.661,9.450000762939453,0.14677490127248793,0.12117887962556677,0.982078853046595,0.967741935483871,8.778658866882324,14.337409973144531,6.45891809463501,9.53091812133789,1
08FF002,2.557204625408475,0.9180337881344146,"glacier, low snow","glacier, low snow",0.006790760148909111,2398142.144,9.509998321533203,0.09911504424778761,0.07654867256637168,0.875,0.875,8.823444366455078,14.34344482421875,8.517194747924805,11.24719524383545,1
08FF003,2.497961239696956,0.8216831019581773,NA,"no glacier, low snow",0.0028546940892067696,512700.742,9.489997863769531,0.268630849220104,0.2391681109185442,1,1,8.633322715759277,14.222071647644043,6.384674072265625,10.89896011352539,1
08GA022,1.7808890083579192,0.9061264817496714,"glacier, high snow","glacier, high snow",0.19585560519690384,460133736.399,10.410001754760742,0.5288535674040685,0.4671727655536445,0.9939704552306301,0.9909556828459452,11.264542579650879,18.658294677734375,11.53618335723877,14.288183212280273,1
08GA043,3.0466992807003894,0.8435052577910225,"glacier, high snow","glacier, high snow",0.07387758540534477,71259622.092,10.540000915527344,0.4177048219258391,0.3501392349406419,1,1,11.5308837890625,18.76088523864746,12.30417537689209,15.072175025939941,1
08GA072,1.8222144376417801,0.9402529135265568,"glacier, high snow","glacier, high snow",0.1512415182343759,44930245.451,11.099998474121094,0.5504022716516801,0.4472314245149077,1,1,12.909878730773926,19.44487762451172,11.371712684631348,14.447711944580078,1
08GA075,1.2413525403722379,0.5495298000699634,"glacier, high snow","glacier, low snow",0.029093745326344234,8252433.147,10.740001678466797,0.29379652605459056,0.2292803970223325,1,1,11.13301944732666,18.59177017211914,8.503117561340332,12.57311725616455,1
08GB013,1.6739557324412995,0.6319492538044823,"glacier, high snow","glacier, high snow",0.05272721125936602,7759079.953,10.180000305175781,0.4161137440758294,0.3639810426540284,1,1,10.891158103942871,18.516159057617188,8.342042922973633,13.495375633239746,1
08GD004,2.408223449779264,1.0459114009601829,"glacier, high snow","glacier, high snow",0.1922599190640573,1091328831.201,10.899999618530273,0.4111810723144438,0.344280671627552,0.975540104296002,0.9622547802334244,10.515609741210937,16.1931095123291,6.255368709564209,10.525368690490723,1
08GD008,1.3551670379864733,0.8007338229657122,"no glacier, low snow","no glacier, low snow",0.004154153155543588,2020138.055,9.779998779296875,0.014568444200109951,0.004672897196261682,0.8666666666666667,0.6,13.015427589416504,17.401676177978516,10.692030906677246,14.882031440734863,1
08GE002,2.514015522756684,0.9774963278350756,"glacier, high snow","glacier, high snow",0.1734061264203448,1002207181.178,13.119998931884766,0.380854074366171,0.3131915288441465,0.9780933062880325,0.9626774847870182,6.675457954406738,13.724206924438477,6.837590217590332,11.292590141296387,1
08GE003,2.001151796716871,0.8924169714932549,"glacier, high snow","glacier, high snow",0.3895653934986975,9025043.053,12.419998168945313,0.6484848484848484,0.6121212121212121,1,1,6.872652530670166,13.516401290893555,6.860092639923096,11.171521186828613,1
08HB006,1.149300272982539,0.6241806532528519,"glacier, low snow","glacier, low snow",0.0052139030418598626,3041791.443,9.439998626708984,0.08682926829268292,0.06487804878048781,0.9473684210526315,0.9473684210526315,10.78094482421875,16.919692993164062,7.740666389465332,12.3320951461792,1
08HB023,0.68851927908437,0.9336822320682517,"no glacier, low snow","no glacier, low snow",0.0027389370905480186,1060817.707,9.880001068115234,0.045968624589565854,0.03319956220357534,1,1,10.291738510131836,17.637989044189453,7.4026780128479,13.032678604125977,1
08HB084,0.9933654867835788,1.3645294610159775,"glacier, low snow","glacier, low snow",0.0063534784239120045,3041791.443,9.600000381469727,0.10626865671641791,0.07940298507462687,0.9473684210526315,0.9473684210526315,10.887805938720703,17.36655616760254,10.596017837524414,12.756017684936523,1
08HC001,0.9327586321297987,0.29446331355911115,"no glacier, low snow","no glacier, low snow",4.133179554431848e-4,409947.56,12.460000991821289,0.025446365809081963,0.00815408407141853,1,0,8.92365837097168,18.54490852355957,10.46943187713623,14.956098556518555,1
08HD003,0.6741213219807998,0.8133140592836,"no glacier, low snow","no glacier, low snow",0.002623583664215597,3854933.846,10.619998931884766,0.13012633624878522,0.06977648202137998,1,0.7333333333333333,10.168963432312012,16.742713928222656,10.417455673217773,13.837455749511719,1
08HD011,1.0318705145882736,0.3451015225221851,"no glacier, low snow","no glacier, low snow",9.641408900287506e-4,291037.48,10.049997329711914,0.06500691562932227,0.03826648224988474,1,1,10.845243453979492,17.226491928100586,8.079863548278809,11.637006759643555,1
08HD018,1.1082263254000961,0.4032884222858485,"no glacier, low snow","no glacier, low snow",0.004026241504344563,529714.608,11.680000305175781,0.15320041972717732,0.05666316894018888,1,0.3333333333333333,9.864359855651855,18.2556095123291,8.249329566955566,12.935044288635254,1
08HE006,0.7953308971019437,0.37002087748503715,"no glacier, low snow","no glacier, low snow",0.001537087434548106,273542.002,11.549999237060547,0.01675977653631285,0.0039904229848363925,0.5,0.5,9.002256393432617,18.182254791259766,8.38991641998291,14.352773666381836,1
08HF005,1.3036840682373398,0.3729440983941402,"no glacier, low snow","no glacier, low snow",2.04699470788567e-4,160302.434,11.599998474121094,0.02597173144876325,0.011307420494699646,0.5,0.5,9.245914459228516,17.6546630859375,12.766477584838867,17.3344783782959,1
08JA017,1.8521699793729518,1.2930590798448496,"no glacier, low snow","no glacier, low snow",0.004973363610587762,77045768.384,9.370000839233398,0.08302651609020427,0.060369242751442634,0.9930915371329879,0.9723661485319517,11.896585464477539,16.370336532592773,7.1493821144104,11.996882438659668,1
08JB002,0.9972259991487832,0.7515171571033764,"no glacier, low snow","no glacier, low snow",3.541704844802299e-4,1423633.298,9.35999870300293,0.0081586250710536,0.003878690607550072,1,0.8461538461538461,11.93088436126709,16.49213218688965,7.81443977355957,11.528725624084473,1
08JB003,0.9880447988549736,0.7370039376106894,"no glacier, low snow","no glacier, low snow",2.172780817597771e-4,1423633.298,9.40999984741211,0.004952906787918155,0.0023546606040922378,1,0.8461538461538461,11.760701179504395,16.509450912475586,8.802180290222168,13.844679832458496,1
08JB008,1.163738017754242,0.6189864735155165,"no glacier, low snow","no glacier, low snow",0.003861813515462012,1423633.298,7.130001068115234,0.07549807759524642,0.040545263893743445,1,0.8461538461538461,8.803079605102539,12.991828918457031,14.083378791809082,16.974807739257812,1
08JC001,1.4701756385663969,1.2327755490081165,"no glacier, low snow","no glacier, low snow",0.003109888494566534,78469401.564,9.5,0.05144885315829142,0.0370805916217213,0.9932432432432432,0.9695945945945946,11.762255668640137,16.629756927490234,7.969416618347168,11.921916961669922,1
08JC002,1.1459192048673603,1.037622329201051,"no glacier, low snow","no glacier, low snow",0.001964967139474066,83997056.978,9.60999870300293,0.0362764909129464,0.02526225847896319,0.9935897435897436,0.969551282051282,11.913658142089844,16.863656997680664,8.631479263305664,13.876479148864746,1
08JE001,0.952180155946128,0.8238428102535853,"no glacier, low snow","no glacier, low snow",3.8893073265010194e-4,5527655.414,9.370000839233398,0.018626677190213103,0.010808301221040902,1,0.96875,11.73210334777832,16.58710479736328,8.559961318969727,13.714961051940918,1
08KA001,2.452277945987274,1.078683702479148,"glacier, high snow","glacier, high snow",0.07020798430345085,28701202.983,10.629999160766602,0.47202797202797203,0.34965034965034963,1,0.9952153110047847,13.400793075561523,18.062042236328125,8.266742706298828,12.8492431640625,1
08KA004,1.7327525435748659,0.9336051658211639,"glacier, low snow","glacier, low snow",0.024078611224418858,432351555.836,10.30000114440918,0.24754413362791736,0.174900865760365,0.9915151515151515,0.9836363636363636,12.027043342590332,17.514543533325195,8.001757621765137,13.561758041381836,1
08KA005,2.0106184213424174,0.9940467484423675,"glacier, high snow","glacier, high snow",0.057532424759082,396192469.897,10.129999160766602,0.3829275225011843,0.2856845097110374,0.9907529722589168,0.9828269484808454,13.081951141357422,17.576950073242188,6.561089038848877,10.628588676452637,1
08KA007,2.1840648421143363,0.8227798229595338,"glacier, high snow","glacier, high snow",0.027315223364404374,46700717.168,11.499998092651367,0.38383449973083134,0.26370837499038685,0.9887323943661972,0.9802816901408451,14.330975532531738,18.86847496032715,8.1813383102417,12.90633773803711,1
08KA009,2.2916543600463966,0.9490468019837068,NA,NA,2.0276134968704042e-4,51377.378,11.400001525878906,0.5322745901639344,0.42008196721311475,1,1,13.820762634277344,18.770763397216797,7.067591190338135,11.784733772277832,1
08KB001,1.54706797407834,0.8600942983316306,"glacier, low snow","glacier, low snow",0.0175903609895429,570571409.413,9.719999313354492,0.18191177227569877,0.12898384880677566,0.99185667752443,0.9818520241973011,11.870518684387207,17.03426742553711,6.716557502746582,10.8490571975708,1
08KB003,1.8149732265624252,0.8957916367850485,"glacier, high snow","glacier, low snow",0.02892760408988127,138219650.503,10.34000015258789,0.3075145130079553,0.22180713824983875,0.9929859719438878,0.9759519038076152,12.015823364257812,17.537073135375977,7.267514705657959,11.665014266967773,1
08KB006,2.143277809561845,0.6622577035695993,NA,"no glacier, low snow",0.004704925384615489,482673.995,10.789999008178711,0.31467661691542287,0.2126865671641791,1,1,12.689725875854492,18.089725494384766,12.580638885498047,14.364638328552246,1
08KD007,1.2440690595140043,0.5896897924174548,"no glacier, low snow","no glacier, low snow",1.2012395087040957e-4,400323.068,10.110000610351562,0.05203927199348054,0.021847956847374752,1,1,12.048354148864746,17.382104873657227,7.80886697769165,13.011366844177246,1
08KH001,1.219433323196452,0.7880377412587305,"glacier, low snow","glacier, low snow",0.01574510897355511,93920640.122,10.89999771118164,0.15678450589196127,0.1133590012833975,1,0.9972489683631361,13.096067428588867,18.25106430053711,9.737958908081055,15.272958755493164,1
08KH006,1.1966480715591041,0.7863377052515008,"glacier, low snow","glacier, low snow",0.013670767892603547,157853806.987,10.580001831054688,0.13424220381537885,0.0963230635661825,1,0.9967132292522597,12.425914764404297,17.77466583251953,8.0093994140625,13.426898956298828,1
